"","year","jdate","col_area","SD","AD","FID","dist_burrow","sex","age","ageclass","valley_location","trial_number","ID_Code"
"1",2003,147,"bench",169,121.5,121.5,48,"F",10,"Adult","down_valley",1,1541
"2",2003,151,"bench",47.5,47.5,45.5,15,"F",10,"Adult","down_valley",2,1541
"3",2003,160,"bench",80,80,78,20,"F",10,"Adult","down_valley",3,1541
"4",2004,195,"bench",117.6,78.4,40,3.2,"F",11,"Adult","down_valley",2,1541
"5",2004,194,"bench",116.8,75.2,37.6,3.2,"F",11,"Adult","down_valley",1,1541
"6",2003,184,"river",50,50,12.5,18,"F",11,"Adult","down_valley",2,1496
"7",2004,192,"river",144.8,120.8,59.2,4.8,"F",12,"Adult","down_valley",2,1496
"8",2003,162,"river",90,90,86,18,"F",11,"Adult","down_valley",1,1496
"9",2004,191,"river",126.4,104,72,8,"F",12,"Adult","down_valley",1,1496
"10",2003,144,"bench",34,34,31,3,"M",1,"Yearling","down_valley",1,1977
"11",2003,146,"bench",49,49,41.5,19,"M",1,"Yearling","down_valley",2,1977
"12",2003,147,"bench",25,25,21.5,9,"M",1,"Yearling","down_valley",3,1977
"13",2003,168,"bench",73,73,53.5,1,"M",1,"Yearling","down_valley",4,1977
"14",2003,169,"bench",37.5,37.5,32.5,14,"M",1,"Yearling","down_valley",5,1977
"15",2003,176,"bench",101.5,101.5,92.5,6,"M",1,"Yearling","down_valley",6,1977
"16",2003,184,"bench",90,90,67,10,"M",1,"Yearling","down_valley",7,1977
"17",2004,173,"mm",97.6,72.8,63.2,1.6,"F",10,"Adult","up_valley",1,1560
"18",2003,162,"mm",131.5,131.5,129.5,25,"F",9,"Adult","up_valley",1,1560
"19",2003,192,"mm",91,91,64.5,3,"F",9,"Adult","up_valley",2,1560
"20",2004,176,"mm",103.2,60.8,24,0,"F",10,"Adult","up_valley",2,1560
"21",2004,178,"mm",99.2,71.2,49.6,8,"F",10,"Adult","up_valley",3,1560
"22",2004,182,"picnic_lower",127.2,103.2,78.4,4,"F",8,"Adult","up_valley",1,1639
"23",2004,202,"picnic_lower",130.4,103.2,79.2,8,"F",8,"Adult","up_valley",2,1639
"24",2003,163,"picnic",77,77,46,4,"F",7,"Adult","up_valley",1,1639
"25",2005,194,"boulder",44.55,41.36,33.73,22.27,"F",7,"Adult","up_valley",1,1823
"26",2005,198,"boulder",53.45,47.73,45.82,41.36,"F",7,"Adult","up_valley",2,1823
"27",2004,189,"river",132,96,80.8,4,"F",4,"Adult","down_valley",2,1896
"28",2004,188,"river",142.4,112.8,108.8,3.2,"F",4,"Adult","down_valley",1,1896
"29",2013,164,"avalanche",63,51,28,0,"F",1,"Yearling","down_valley",1,3239
"30",2013,168,"avalanche",51,39,19,0,"F",1,"Yearling","down_valley",2,3239
"31",2013,175,"avalanche",63.5,55.5,54,0,"F",1,"Yearling","down_valley",3,3239
"32",2003,150,"river",139,139,89,12,"F",1,"Yearling","down_valley",1,1998
"33",2003,146,"mm",89,69,56.5,4,"F",1,"Yearling","up_valley",1,1999
"34",2003,168,"mm",157,157,126,2,"F",1,"Yearling","up_valley",2,1999
"35",2003,172,"mm",125,125,100,7,"F",1,"Yearling","up_valley",3,1999
"36",2003,153,"mm",194,194,125,18,"F",3,"Adult","up_valley",2,1901
"37",2003,153,"mm",200,174,174,25,"F",3,"Adult","up_valley",3,1901
"38",2003,166,"mm",202,186,43.5,14,"F",3,"Adult","up_valley",4,1901
"39",2003,148,"mm",70,64,58,2,"F",3,"Adult","up_valley",1,1901
"40",2003,171,"mm",230,75,72,8,"F",3,"Adult","up_valley",5,1901
"41",2003,176,"mm",335,335,266,10,"F",3,"Adult","up_valley",6,1901
"42",2004,166,"mm",162.4,156,149.6,0.8,"F",4,"Adult","up_valley",1,1901
"43",2004,177,"mm",162.4,72.8,71.2,1.6,"F",4,"Adult","up_valley",2,1901
"44",2003,192,"mm",200,200,67,7,"F",3,"Adult","up_valley",9,1901
"45",2005,188,"mm",148.27,100.55,100.55,80.82,"F",5,"Adult","up_valley",2,1901
"46",2003,178,"mm",191.5,191.5,82.5,16,"F",3,"Adult","up_valley",7,1901
"47",2003,180,"mm",137,137,87.5,14,"F",3,"Adult","up_valley",8,1901
"48",2005,182,"mm",154.64,107.55,107.55,107.55,"F",5,"Adult","up_valley",1,1901
"49",2003,153,"picnic",150,150,36,80,"F",1,"Yearling","up_valley",1,2054
"50",2003,146,"river",74,70.5,65.5,75,"M",1,"Yearling","down_valley",1,1982
"51",2003,153,"river",89.5,85.5,85.5,38,"M",1,"Yearling","down_valley",2,1982
"52",2003,176,"river",143,143,107.5,16,"M",1,"Yearling","down_valley",4,1982
"53",2003,177,"river",150.5,150.5,119.5,10,"M",1,"Yearling","down_valley",5,1982
"54",2003,160,"river",158,158,129,9,"M",1,"Yearling","down_valley",3,1982
"55",2004,181,"river",168.8,141.6,140.8,36.8,"F",7,"Adult","down_valley",1,1738
"56",2004,189,"river",143.2,111.2,75.2,13.6,"F",7,"Adult","down_valley",2,1738
"57",2003,164,"river",173.5,173.5,89.5,15,"M",1,"Yearling","down_valley",1,1983
"58",2003,169,"river",115,54,38,18,"M",1,"Yearling","down_valley",2,1983
"59",2003,144,"river",117.5,115,111,3,"F",1,"Yearling","down_valley",1,2024
"60",2003,176,"river",143,143,107.5,16,"F",1,"Yearling","down_valley",5,2024
"61",2003,149,"river",125,113.5,105,14,"F",1,"Yearling","down_valley",2,2024
"62",2003,168,"river",133,133,104.5,11,"F",1,"Yearling","down_valley",3,2024
"63",2003,169,"river",150,150,99.5,18,"F",1,"Yearling","down_valley",4,2024
"64",2003,164,"river",102,102,86.5,36,"F",1,"Yearling","down_valley",1,1981
"65",2004,181,"river",148.8,65.6,33.6,8,"F",2,"Adult","down_valley",1,1981
"66",2003,150,"river",147.5,147.5,87.5,10,"F",6,"Adult","down_valley",1,1739
"67",2003,168,"mm",98.5,70.5,66,16,"F",3,"Adult","up_valley",4,1902
"68",2003,164,"mm",156,156,124,15,"F",3,"Adult","up_valley",3,1902
"69",2003,153,"mm",190,190,152.5,5,"F",3,"Adult","up_valley",2,1902
"70",2003,192,"mm",199,199,28.5,7,"F",3,"Adult","up_valley",8,1902
"71",2003,153,"mm",102.5,102.5,90,30,"F",3,"Adult","up_valley",1,1902
"72",2003,183,"mm",103.5,57,27.5,18,"F",3,"Adult","up_valley",7,1902
"73",2003,182,"mm",103.5,57,29,18,"F",3,"Adult","up_valley",6,1902
"74",2003,176,"mm",335,335,173,16,"F",3,"Adult","up_valley",5,1902
"75",2004,200,"picnic_lower",180,28,11.2,0.8,"M",2,"Adult","up_valley",2,1988
"76",2004,198,"picnic_lower",184,168.8,168.8,1.6,"M",2,"Adult","up_valley",1,1988
"77",2004,190,"river",146.4,114.4,56,5.6,"F",2,"Adult","down_valley",2,2052
"78",2004,190,"river",153.6,124.8,122.4,12,"F",2,"Adult","down_valley",1,2052
"79",2003,164,"picnic",152,152,76.5,2,"F",1,"Yearling","up_valley",1,2005
"80",2003,161,"picnic",98.5,98.5,63,2,"F",2,"Adult","up_valley",1,1947
"81",2004,198,"picnic_lower",81.6,55.2,54.4,8.8,"F",2,"Adult","up_valley",1,2056
"82",2009,154,"gothictown",46,28,22,3,"F",8,"Adult","down_valley",1,1936
"83",2004,189,"river",136,102.4,43.2,4.8,"F",3,"Adult","down_valley",2,1965
"84",2003,193,"river",117,117,72,12,"F",2,"Adult","down_valley",1,1965
"85",2004,181,"river",136,124,65.6,32,"F",3,"Adult","down_valley",1,1965
"86",2005,203,"river",82.73,70,70,70,"F",3,"Adult","down_valley",1,1974
"87",2003,145,"river",90,88.5,88.5,50,"M",1,"Yearling","down_valley",1,1984
"88",2003,181,"river",94.5,92,64.5,46,"M",1,"Yearling","down_valley",1,2034
"89",2003,182,"river",94.5,92,64.5,46,"M",1,"Yearling","down_valley",2,2034
"90",2003,176,"bench",101.5,101.5,36.5,6,"F",1,"Yearling","down_valley",1,1975
"91",2003,165,"river",156.5,156.5,136.5,22,"M",1,"Yearling","down_valley",3,1979
"92",2003,164,"bench",58,58,22,10,"M",1,"Yearling","down_valley",2,1979
"93",2003,147,"bench",61,51.5,49,18,"M",1,"Yearling","down_valley",1,1979
"94",2003,176,"bench",101.5,101.5,39.5,6,"M",1,"Yearling","down_valley",5,1979
"95",2003,165,"bench",104.5,104.5,85,11,"M",1,"Yearling","down_valley",4,1979
"96",2003,167,"bench",65,65,39.5,5,"M",1,"Yearling","down_valley",1,1980
"97",2003,167,"river",141,141,129,10,"M",1,"Yearling","down_valley",1,1985
"98",2003,175,"river",68,68,65.5,10,"M",1,"Yearling","down_valley",2,1985
"99",2003,177,"picnic",200,200,94,4,"F",1,"Yearling","up_valley",1,1995
"100",2004,197,"picnic_lower",93.6,70.4,47.2,0.8,"F",2,"Adult","up_valley",1,1994
"101",2004,198,"picnic_lower",113.6,62.4,33.6,0.8,"F",2,"Adult","up_valley",2,1994
"102",2004,200,"picnic_lower",93.6,80,50.4,0,"M",2,"Adult","up_valley",1,1996
"103",2004,202,"picnic_lower",88,63.2,52,0,"M",2,"Adult","up_valley",2,1996
"104",2003,151,"bench",79.5,79.5,56.5,11,"F",1,"Yearling","down_valley",1,1976
"105",2003,163,"river",203,203,70,20,"F",1,"Yearling","down_valley",1,2031
"106",2004,191,"river",150.4,112.8,70.4,9.6,"F",2,"Adult","down_valley",1,2031
"107",2004,191,"river",153.6,54.4,48,12,"F",2,"Adult","down_valley",2,2031
"108",2003,174,"river",146,146,93.5,12,"M",1,"Yearling","down_valley",1,2029
"109",2003,176,"river",143,143,107.5,16,"M",1,"Yearling","down_valley",2,2029
"110",2003,151,"bench",96.5,96.5,21.5,13,"M",1,"Yearling","down_valley",1,2035
"111",2003,177,"picnic",67.5,67.5,6.5,5,"M",1,"Yearling","up_valley",1,2057
"112",2003,171,"picnic",370.5,370.5,155.5,5,"F",4,"Adult","up_valley",1,1857
"113",2004,182,"picnic_lower",167.2,144.8,122.4,4.8,"F",5,"Adult","up_valley",1,1857
"114",2004,198,"picnic_lower",200.8,28,25.6,2.4,"F",5,"Adult","up_valley",2,1857
"115",2004,158,"gothictown",54.4,20,7.2,0,"M",1,"Yearling","down_valley",1,2084
"116",2004,158,"gothictown",58.4,39.2,31.2,0,"F",1,"Yearling","down_valley",1,2085
"117",2004,158,"gothictown",35.2,27.2,24,1.6,"F",1,"Yearling","down_valley",2,2085
"118",2009,212,"bench",30,21,18,2,"F",6,"Adult","down_valley",7,2063
"119",2009,190,"bench",36,27,8,0.3,"F",6,"Adult","down_valley",4,2063
"120",2009,200,"bench",30,18,9,0.1,"F",6,"Adult","down_valley",5,2063
"121",2009,168,"bench",41,24,17,0.1,"F",6,"Adult","down_valley",2,2063
"122",2009,175,"bench",31,31,27,0.4,"F",6,"Adult","down_valley",3,2063
"123",2009,207,"bench",29,20,13,0.2,"F",6,"Adult","down_valley",6,2063
"124",2009,165,"bench",38,27,13,0.1,"F",6,"Adult","down_valley",1,2063
"125",2005,183,"mm",105,69.36,59.82,50.91,"F",2,"Adult","up_valley",1,2071
"126",2005,183,"mm",104.36,91,63.64,63.64,"M",2,"Adult","up_valley",2,2117
"127",2005,180,"mm",104.36,50.91,47.73,47.73,"M",2,"Adult","up_valley",1,2117
"128",2004,158,"gothictown",44,27.2,17.6,3.2,"F",1,"Yearling","down_valley",1,2114
"129",2004,158,"gothictown",36,26.4,23.2,4.8,"F",1,"Yearling","down_valley",2,2114
"130",2004,158,"gothictown",60,25.6,16.8,1.6,"F",1,"Yearling","down_valley",1,2088
"131",2004,158,"gothictown",70.4,23.2,18.4,1.6,"F",1,"Yearling","down_valley",2,2088
"132",2009,155,"gothictown",30,30,15,0.3,"F",6,"Adult","down_valley",1,2088
"133",2009,179,"gothictown",17,17,8,2,"F",6,"Adult","down_valley",2,2088
"134",2004,166,"mm",114.4,86.4,44.8,0.8,"M",1,"Yearling","up_valley",1,2078
"135",2004,167,"mm",84,68,34.4,1.6,"M",1,"Yearling","up_valley",1,2118
"136",2004,174,"mm",170.4,142.4,107.2,1.6,"M",1,"Yearling","up_valley",2,2118
"137",2004,177,"mm",161.6,83.2,69.6,0.8,"M",1,"Yearling","up_valley",3,2118
"138",2004,173,"mm",105.6,83.2,44,0.8,"F",1,"Yearling","up_valley",1,2073
"139",2005,184,"mm",86.55,52.82,48.36,43.27,"F",2,"Adult","up_valley",1,2073
"140",2005,187,"mm",89.09,82.73,74.45,63.64,"F",2,"Adult","up_valley",2,2073
"141",2004,174,"mm",99.2,75.2,74.4,0.8,"F",1,"Yearling","up_valley",2,2073
"142",2005,194,"boulder",43.91,42.64,26.73,24.82,"F",1,"Yearling","up_valley",1,2159
"143",2005,209,"gothictown",26.09,19.73,19.73,14,"F",1,"Yearling","down_valley",3,2182
"144",2009,194,"gothictown",40,18,8,1.5,"F",5,"Adult","down_valley",3,2182
"145",2005,180,"gothictown",22.27,13.36,9.55,3.18,"F",1,"Yearling","down_valley",1,2182
"146",2005,209,"gothictown",26.09,14.64,11.45,7,"F",1,"Yearling","down_valley",2,2182
"147",2009,152,"gothictown",70,70,60,2.5,"F",5,"Adult","down_valley",1,2182
"148",2009,164,"gothictown",89,89,68,2.5,"F",5,"Adult","down_valley",2,2182
"149",2009,208,"gothictown",35,35,28,3,"F",5,"Adult","down_valley",4,2182
"150",2005,190,"boulder",45.18,26.73,23.55,17.82,"M",1,"Yearling","up_valley",1,2160
"151",2009,190,"gothictown",36,32,4,1,"F",5,"Adult","down_valley",4,2235
"152",2010,152,"gothictown",45,33,14,1,"F",6,"Adult","down_valley",2,2235
"153",2010,152,"gothictown",38,33,8,5,"F",6,"Adult","down_valley",3,2235
"154",2009,179,"gothictown",19,19,9,9,"F",5,"Adult","down_valley",3,2235
"155",2010,144,"gothictown",40,17,17,1,"F",6,"Adult","down_valley",1,2235
"156",2009,155,"gothictown",18,9,6,7,"F",5,"Adult","down_valley",1,2235
"157",2009,169,"gothictown",44,18,14,15,"F",5,"Adult","down_valley",2,2235
"158",2010,153,"gothictown",42,14,14,10,"F",6,"Adult","down_valley",5,2235
"159",2011,192,"gothictown",34,34,5,1,"F",7,"Adult","down_valley",2,2235
"160",2010,152,"gothictown",48,48,38,20,"F",6,"Adult","down_valley",4,2235
"161",2011,189,"gothictown",49,32,12,12,"F",7,"Adult","down_valley",1,2235
"162",2009,170,"river_rivermound",102,102,66,2.5,"M",5,"Adult","down_valley",1,2205
"163",2009,180,"river_rivermound",81,81,71,17,"M",5,"Adult","down_valley",2,2205
"164",2010,205,"river_sprucemound",42,41,25,4,"M",6,"Adult","down_valley",2,2183
"165",2009,182,"gothictown",22,22,8,0.2,"M",5,"Adult","down_valley",2,2183
"166",2009,168,"gothictown",33,29,19,1,"M",5,"Adult","down_valley",1,2183
"167",2010,200,"river_sprucemound",55,35,33,2,"M",6,"Adult","down_valley",1,2183
"168",2004,172,"mm",156.8,124,123.2,1.6,"F",1,"Yearling","up_valley",1,2097
"169",2004,176,"mm",164.8,155.2,153.6,2.4,"F",1,"Yearling","up_valley",2,2097
"170",2004,177,"mm",161.6,83.2,58.4,0.8,"F",1,"Yearling","up_valley",3,2097
"171",2004,178,"mm",168,108,95.2,1.6,"M",1,"Yearling","up_valley",2,2098
"172",2004,178,"mm",172,140.8,124,16,"M",1,"Yearling","up_valley",1,2098
"173",2005,209,"gothictown",26.09,13.36,13.36,10.82,"F",1,"Yearling","down_valley",2,2184
"174",2005,209,"gothictown",26.09,22.27,22.27,15.27,"F",1,"Yearling","down_valley",3,2184
"175",2005,180,"gothictown",22.27,16.55,13.36,2.55,"F",1,"Yearling","down_valley",1,2184
"176",2009,150,"gothictown",98,98,62,3,"F",5,"Adult","down_valley",1,2184
"177",2009,172,"gothictown",80,80,46,1.2,"F",5,"Adult","down_valley",2,2184
"178",2009,192,"gothictown",41,29,8,1.5,"F",5,"Adult","down_valley",3,2184
"179",2010,141,"gothictown",117,117,67,2.5,"F",6,"Adult","down_valley",1,2184
"180",2009,206,"gothictown",35,29,13,2,"F",5,"Adult","down_valley",4,2184
"181",2018,171,"gothictown",12,4,3.4,2,"F",1,"Yearling","down_valley",2,3649
"182",2018,172,"gothictown",22.9,8.2,1.2,0,"F",1,"Yearling","down_valley",3,3649
"183",2018,164,"gothictown",13,9,3,3,"F",1,"Yearling","down_valley",1,3649
"184",2019,178,"picnic_lower",66.6,54.5,54.5,2,"M",1,"Yearling","up_valley",1,3670
"185",2013,193,"picnic",176,161,156,0,"F",9,"Adult","up_valley",2,2142
"186",2013,192,"picnic",103.5,98,92,0,"F",9,"Adult","up_valley",1,2142
"187",2010,179,"gothictown",26,19,13,20,"F",5,"Adult","down_valley",5,2329
"188",2010,178,"gothictown",26,20,13,20,"F",5,"Adult","down_valley",4,2329
"189",2009,194,"gothictown",22,17,3,0.1,"F",4,"Adult","down_valley",4,2329
"190",2009,205,"gothictown",17,15,9,0.4,"F",4,"Adult","down_valley",5,2329
"191",2010,154,"gothictown",45,15,5,1,"F",5,"Adult","down_valley",3,2329
"192",2009,179,"gothictown",14,14,8,3.5,"F",4,"Adult","down_valley",3,2329
"193",2009,168,"gothictown",29,26,9,3.5,"F",4,"Adult","down_valley",2,2329
"194",2010,150,"gothictown",55,24,7,10,"F",5,"Adult","down_valley",2,2329
"195",2010,137,"gothictown",63,35,33,12,"F",5,"Adult","down_valley",1,2329
"196",2009,156,"gothictown",29,29,24,2,"F",4,"Adult","down_valley",1,2329
"197",2009,171,"river_rivermound",104,104,74,2.5,"F",2,"Adult","down_valley",1,2636
"198",2009,177,"river_rivermound",89,81,76,1,"F",2,"Adult","down_valley",2,2636
"199",2009,169,"river_rivermound",105,105,73,2.5,"F",5,"Adult","down_valley",1,2129
"200",2009,176,"river_rivermound",81,81,68,2.5,"F",5,"Adult","down_valley",2,2129
"201",2010,208,"river_rivermound",43,33,20,2,"F",6,"Adult","down_valley",2,2129
"202",2010,195,"river_rivermound",70,61,61,2,"F",6,"Adult","down_valley",1,2129
"203",2005,177,"river",76.92,68.65,65.46,61.65,"M",1,"Yearling","down_valley",1,2241
"204",2005,198,"boulder",51.55,33.73,25.45,22.91,"F",1,"Yearling","up_valley",2,2164
"205",2005,194,"boulder",45.18,26.73,21.64,10.18,"F",1,"Yearling","up_valley",1,2164
"206",2004,163,"bench",49.6,40.8,34.4,4.8,"F",1,"Yearling","down_valley",1,2067
"207",2009,206,"bench",26,26,20,0.6,"F",6,"Adult","down_valley",4,2067
"208",2004,164,"bench",50.4,32,23.2,4,"F",1,"Yearling","down_valley",2,2067
"209",2009,195,"bench",54,46,34,0.1,"F",6,"Adult","down_valley",3,2067
"210",2009,190,"bench",39,29,24,4,"F",6,"Adult","down_valley",2,2067
"211",2009,167,"bench",43,43,37,4,"F",6,"Adult","down_valley",1,2067
"212",2004,180,"mm",157.6,119.2,113.6,3.2,"M",1,"Yearling","up_valley",3,2119
"213",2004,179,"mm",167.2,136.8,120.8,4.8,"M",1,"Yearling","up_valley",1,2119
"214",2004,179,"mm",161.6,104,93.6,1.6,"M",1,"Yearling","up_valley",2,2119
"215",2005,196,"mm",106.27,66.82,54.73,54.73,"F",1,"Yearling","up_valley",2,2144
"216",2005,188,"mm",105,58.55,54.09,28.64,"F",1,"Yearling","up_valley",1,2144
"217",2005,197,"mm",161.64,101.18,84.64,72.55,"F",1,"Yearling","up_valley",1,2187
"218",2005,195,"mm",169.91,89.73,15.27,15.27,"M",1,"Yearling","up_valley",2,2188
"219",2005,195,"mm",163.55,57.91,15.27,15.27,"M",1,"Yearling","up_valley",1,2188
"220",2005,187,"mm",103.09,70,60.45,35,"F",1,"Yearling","up_valley",1,2145
"221",2005,196,"mm",102.45,70.64,56,56,"F",1,"Yearling","up_valley",2,2145
"222",2005,195,"mm",145.73,94.82,21,9.55,"F",1,"Yearling","up_valley",2,2190
"223",2005,184,"mm",146.36,58.55,58.55,58.55,"F",1,"Yearling","up_valley",1,2190
"224",2005,198,"boulder",51.55,35.64,21.64,21.64,"F",1,"Yearling","up_valley",1,2165
"225",2005,198,"boulder",52.18,33.73,12.73,5.73,"F",1,"Yearling","up_valley",2,2165
"226",2003,166,"picnic",43,41.5,41,14,"F",4,"Adult","up_valley",1,1865
"227",2004,202,"picnic_lower",119.2,81.6,53.6,2.4,"F",5,"Adult","up_valley",1,1865
"228",2004,202,"picnic_lower",100,91.2,84,40,"F",5,"Adult","up_valley",2,1865
"229",2010,173,"bench",38,25,16,1,"M",1,"Yearling","down_valley",5,2921
"230",2010,173,"bench",36,29,15,5,"M",1,"Yearling","down_valley",4,2921
"231",2010,171,"bench",51,18,13,1,"M",1,"Yearling","down_valley",2,2921
"232",2010,172,"bench",22,22,12,0.5,"M",1,"Yearling","down_valley",3,2921
"233",2010,170,"bench",50,32,27,5,"M",1,"Yearling","down_valley",1,2921
"234",2010,137,"gothictown",27,24,24,7,"F",1,"Yearling","down_valley",1,2901
"235",2010,143,"gothictown",24,17,14,2,"F",1,"Yearling","down_valley",2,2901
"236",2010,179,"gothictown",35,27,24,1,"F",1,"Yearling","down_valley",3,2901
"237",2010,164,"bench",45,45,45,20,"M",1,"Yearling","down_valley",1,2922
"238",2010,170,"bench",49,48,33,20,"M",1,"Yearling","down_valley",5,2922
"239",2010,168,"bench",45,40,25,1,"M",1,"Yearling","down_valley",2,2922
"240",2010,169,"bench",48,46,33,10,"M",1,"Yearling","down_valley",3,2922
"241",2010,170,"bench",47,24,14,10,"M",1,"Yearling","down_valley",4,2922
"242",2010,173,"bench",28,22,13,1,"M",1,"Yearling","down_valley",1,2917
"243",2004,178,"mm",170.4,64,62.4,4,"M",1,"Yearling","up_valley",1,2099
"244",2004,180,"mm",172,124,123.2,5.6,"M",1,"Yearling","up_valley",2,2099
"245",2012,171,"river",72,72,55,15,"F",9,"Adult","down_valley",1,2112
"246",2012,183,"river",60,60,53,15,"F",9,"Adult","down_valley",2,2112
"247",2005,219,"river",113.45,63.55,57.45,48.55,"F",2,"Adult","down_valley",2,2112
"248",2011,196,"river_rivermound",60,58,42,1,"F",8,"Adult","down_valley",1,2112
"249",2012,183,"river",37,37,31,8,"F",9,"Adult","down_valley",3,2112
"250",2005,218,"river",114.09,105.55,60.64,54.91,"F",2,"Adult","down_valley",1,2112
"251",2013,161,"river_sagemound",40,32,30,10,"F",10,"Adult","down_valley",1,2113
"252",2012,168,"river",68,68,19,2,"F",9,"Adult","down_valley",1,2113
"253",2011,191,"river_rivermound",55,50,46,1,"F",8,"Adult","down_valley",1,2113
"254",2010,201,"river",42,34,34,5,"F",7,"Adult","down_valley",1,2113
"255",2010,205,"river_sagemound",43,23,17,2,"F",7,"Adult","down_valley",2,2113
"256",2012,181,"river",42,42,38,3,"F",9,"Adult","down_valley",2,2113
"257",2013,162,"river",106.5,94,90.5,10,"F",10,"Adult","down_valley",2,2113
"258",2012,183,"river",38,38,11,2,"F",9,"Adult","down_valley",3,2113
"259",2012,184,"river",38,38,22,10,"F",9,"Adult","down_valley",4,2113
"260",2012,191,"river",32,32,12,1,"F",9,"Adult","down_valley",5,2113
"261",2004,178,"mm",158.4,124.8,124,2.4,"F",1,"Yearling","up_valley",3,2120
"262",2004,177,"mm",161.6,112.8,112,0.8,"F",1,"Yearling","up_valley",2,2120
"263",2004,179,"mm",154.4,79.2,78.4,4.8,"F",1,"Yearling","up_valley",5,2120
"264",2004,170,"mm",150.4,108,85.6,1.6,"F",1,"Yearling","up_valley",1,2120
"265",2004,178,"mm",170.4,106.4,93.6,2.4,"F",1,"Yearling","up_valley",4,2120
"266",2009,200,"gothictown",34,28,13,0.4,"M",5,"Adult","down_valley",1,2263
"267",2005,219,"river",118.36,111.36,51.55,49,"F",2,"Adult","down_valley",2,2116
"268",2005,218,"river",113.45,103.65,100.73,40.27,"F",2,"Adult","down_valley",1,2116
"269",2009,170,"bench",71,55,53,1,"F",4,"Adult","down_valley",1,2296
"270",2012,146,"picnic",63,63,43,10.5,"M",7,"Adult","up_valley",2,2287
"271",2012,165,"picnic",55,45,13,2,"M",7,"Adult","up_valley",4,2287
"272",2011,175,"picnic_lower",36,21,18,1,"M",6,"Adult","up_valley",1,2287
"273",2011,203,"picnic_lower",35,31,29,1,"M",6,"Adult","up_valley",3,2287
"274",2012,141,"picnic",81,78,76,8.5,"M",7,"Adult","up_valley",1,2287
"275",2015,163,"picnic_lower",104,104,80,12,"M",10,"Adult","up_valley",1,2287
"276",2012,159,"picnic",45,45,41,7,"M",7,"Adult","up_valley",3,2287
"277",2011,202,"picnic_lower",32,29,15,1,"M",6,"Adult","up_valley",2,2287
"278",2011,194,"horsemound",27,26,1,1,"F",6,"Adult","down_valley",4,2283
"279",2009,190,"horsemound",41,41,40,0.6,"F",4,"Adult","down_valley",3,2283
"280",2011,201,"horsemound",27,24,15,1,"F",6,"Adult","down_valley",5,2283
"281",2011,183,"horsemound",34,30,28,2,"F",6,"Adult","down_valley",1,2283
"282",2011,187,"horsemound",35,35,28,3,"F",6,"Adult","down_valley",2,2283
"283",2011,188,"horsemound",35,35,32,3,"F",6,"Adult","down_valley",3,2283
"284",2009,163,"horsemound",39,39,30,2,"F",4,"Adult","down_valley",1,2283
"285",2009,165,"horsemound",36,36,34,2.5,"F",4,"Adult","down_valley",2,2283
"286",2013,174,"river_sagemound",93,NA,72,4,"M",9,"Adult","down_valley",1,2264
"287",2011,196,"river_rivermound",36,35,31,20,"M",7,"Adult","down_valley",1,2264
"288",2015,167,"river_southmound",70,22,17,7,"M",11,"Adult","down_valley",1,2264
"289",2010,182,"river_sprucemound",41,29,23,1,"M",6,"Adult","down_valley",1,2264
"290",2009,177,"river_rivermound",91,65,62,2,"F",2,"Adult","down_valley",1,2647
"291",2010,182,"mm",66,18,8,1,"F",3,"Adult","up_valley",3,2701
"292",2010,182,"mm",62,48,44,20,"F",3,"Adult","up_valley",2,2701
"293",2010,194,"mm",48,47,28,5,"F",3,"Adult","up_valley",6,2701
"294",2010,190,"mm",61,25,25,1,"F",3,"Adult","up_valley",4,2701
"295",2010,158,"mm",79,79,78,17,"F",3,"Adult","up_valley",1,2701
"296",2011,196,"mm",101,40,33,5,"F",4,"Adult","up_valley",1,2701
"297",2011,198,"mm",83,22,19,0.5,"F",4,"Adult","up_valley",2,2701
"298",2010,196,"mm",75,35,35,10,"F",3,"Adult","up_valley",7,2701
"299",2011,200,"mm",84,43,18,0.5,"F",4,"Adult","up_valley",3,2701
"300",2011,221,"mm_aspen",65,65,62,1.5,"F",4,"Adult","up_valley",5,2701
"301",2012,173,"mm",104,54,26,7,"F",5,"Adult","up_valley",1,2701
"302",2011,201,"mm",106,81,11,0.5,"F",4,"Adult","up_valley",4,2701
"303",2010,191,"mm",35,21,6,5,"F",3,"Adult","up_valley",5,2701
"304",2010,197,"mm",64,41,37,20,"F",3,"Adult","up_valley",6,2699
"305",2010,153,"mm",92.5,90,71,27,"F",3,"Adult","up_valley",1,2699
"306",2010,199,"mm",47,31,21,10,"F",3,"Adult","up_valley",8,2699
"307",2010,193,"mm",48,47,38,5,"F",3,"Adult","up_valley",5,2699
"308",2010,198,"mm",49,30,20,5,"F",3,"Adult","up_valley",7,2699
"309",2010,162,"mm",65,32,18,1,"F",3,"Adult","up_valley",2,2699
"310",2010,162,"mm",60,25,20,10,"F",3,"Adult","up_valley",3,2699
"311",2010,191,"mm",35,13,12,5,"F",3,"Adult","up_valley",4,2699
"312",2011,209,"mm",72,61,56,0.5,"F",5,"Adult","up_valley",3,2410
"313",2015,154,"mm_maintalus",71,71,56,4.5,"F",9,"Adult","up_valley",1,2410
"314",2014,190,"mm_maintalus",162,133,118,2.1,"F",8,"Adult","up_valley",4,2410
"315",2011,196,"mm",69,50,45,0.5,"F",5,"Adult","up_valley",2,2410
