year,Winter_Survival,col_area,massaug,nb_mass,age,ageclass,sex,valley_location,date_of_melt,ID_Code
2002,0,river,3329.101631,3,1,Yearling,F,down_valley,142,1966
2003,1,picnic_lower,3453.838094,8,1,Yearling,F,up_valley,128,1992
2004,1,picnic_lower,4210.366247,4,2,Adult,F,up_valley,146,1992
2005,0,picnic,3827.394315,2,3,Adult,F,up_valley,132,1992
2002,1,bench,4504.713899,1,1,Yearling,M,down_valley,142,1938
2003,0,bench,NA,NA,2,Adult,M,down_valley,128,1938
1981,0,cliff,2722.614738,1,1,Yearling,M,up_valley,152,736
1990,1,river,2786.672854,16,1,Yearling,F,down_valley,142,1299
1991,1,river,3562.869726,10,2,Adult,F,down_valley,123,1299
1992,1,river,4007.359818,9,3,Adult,F,down_valley,156,1299
1993,1,river,3504.3231,14,4,Adult,F,down_valley,140,1299
1994,1,river,3888.830734,2,5,Adult,F,down_valley,170,1299
1995,0,river,3711.713991,3,6,Adult,F,down_valley,140,1299
2002,1,picnic_lower,2964.197563,2,1,Yearling,M,up_valley,142,1951
2003,1,stonefield,3957.859672,7,2,Adult,M,up_valley,128,1951
2004,0,stonefield,4555.017536,1,3,Adult,M,up_valley,146,1951
2002,1,bench,3618.925874,1,1,Yearling,F,down_valley,142,1936
2003,1,gothictown,3780.353348,3,2,Adult,F,down_valley,128,1936
2004,1,gothictown,3969.522153,2,3,Adult,F,down_valley,146,1936
2005,1,gothictown,4119.814561,1,4,Adult,F,down_valley,132,1936
2006,1,gothictown,4133.994374,2,5,Adult,F,down_valley,121,1936
2007,1,gothictown,4478.483757,1,6,Adult,F,down_valley,152,1936
2009,0,gothictown,4202.767186,1,8,Adult,F,down_valley,132,1936
1984,0,beavertalus,NA,NA,2,Adult,M,SATELLITE,145,4184
2002,0,mm,2963.044411,3,1,Yearling,F,up_valley,142,1941
2002,1,river,4422.216147,4,1,Yearling,M,down_valley,142,1968
2003,0,river,NA,NA,2,Adult,M,down_valley,128,1968
2002,1,river,3355.49047,2,1,Yearling,F,down_valley,142,1967
2003,1,river,3839.638236,4,2,Adult,F,down_valley,128,1967
2004,1,river_rivermound,NA,NA,3,Adult,F,down_valley,146,1967
2005,0,river,NA,NA,4,Adult,F,down_valley,132,1967
2002,1,river,3279.964648,8,1,Yearling,F,down_valley,142,1965
2003,1,river,2943.392628,5,2,Adult,F,down_valley,128,1965
2004,1,river,3451.510385,10,3,Adult,F,down_valley,146,1965
2005,1,river,3628.281271,3,4,Adult,F,down_valley,132,1965
2006,0,river,3609.737272,1,5,Adult,F,down_valley,121,1965
1981,1,cliff,2801.801041,2,1,Yearling,M,up_valley,152,737
1982,1,northpk,NA,NA,2,Adult,M,up_valley,160,737
1983,0,mm,3973.279665,2,3,Adult,M,up_valley,155,737
1984,0,beavertalus,3561.911225,1,2,Adult,M,SATELLITE,145,4185
2002,1,river,4291.400141,4,1,Yearling,M,down_valley,142,1939
2003,0,river,NA,NA,2,Adult,M,down_valley,128,1939
2002,0,river,4698.256995,5,1,Yearling,M,down_valley,142,1969
1989,0,gothictalus,2824.509374,1,2,Adult,M,SATELLITE,138,4231
1981,1,beavertalus,2498.207784,1,1,Yearling,F,SATELLITE,152,678
1982,1,beavertalus,NA,NA,2,Adult,F,SATELLITE,160,678
1983,1,beavertalus,2210.322265,2,3,Adult,F,SATELLITE,155,678
1984,1,beavertalus,NA,NA,4,Adult,F,SATELLITE,145,678
1985,0,beavertalus,2796.026162,3,5,Adult,F,SATELLITE,149,678
1990,1,river,3148.699386,9,1,Yearling,F,down_valley,142,1300
1991,0,river,3755.42494,6,2,Adult,F,down_valley,123,1300
1984,0,picnic_lower,2152.247621,3,1,Yearling,M,up_valley,145,854
2003,1,bench,3328.954478,5,1,Yearling,F,down_valley,128,1974
2004,1,river_rivermound,3240.94346,1,2,Adult,F,down_valley,146,1974
2005,0,river,2705.566886,2,3,Adult,F,down_valley,132,1974
2003,0,picnic_lower,4031.986505,8,1,Yearling,M,up_valley,128,2055
2003,0,river,4272.933822,6,1,Yearling,M,down_valley,128,1984
2002,0,northpk,4107.709229,1,2,Adult,M,up_valley,142,4321
2003,1,river,3480.490485,7,1,Yearling,M,down_valley,128,2034
2004,0,river_sprucemound,NA,NA,2,Adult,M,down_valley,146,2034
2003,0,bench,3435.470752,1,1,Yearling,F,down_valley,128,1975
2003,1,bench,4038.22676,4,1,Yearling,M,down_valley,128,1979
2004,0,gothictown,4767.08126,2,2,Adult,M,down_valley,146,1979
2003,0,bench,4994.946434,4,1,Yearling,M,down_valley,128,1980
2003,0,picnic_lower,3289.081132,16,1,Yearling,F,up_valley,128,2006
1986,1,river,3451.480821,3,1,Yearling,M,down_valley,132,994
1987,1,river,NA,NA,2,Adult,M,down_valley,135,994
1988,0,river,4489.396638,1,3,Adult,M,down_valley,132,994
1985,1,northpk,2420.185379,2,1,Yearling,M,up_valley,149,894
1986,1,northpk,3384.840026,3,2,Adult,M,up_valley,132,894
1987,0,cliff,4401.888197,1,3,Adult,M,up_valley,135,894
1974,0,bench,2900.225466,1,1,Yearling,F,down_valley,157,447
1998,0,picnic_lower,3360.857297,1,1,Yearling,M,up_valley,145,1729
1989,0,gothictown,2967.116638,1,2,Adult,M,down_valley,138,4232
1998,1,mm,3140.641267,2,1,Yearling,M,up_valley,145,1711
1999,0,river,3779.337014,1,2,Adult,M,down_valley,130,1711
1984,0,coppercreek,2558.953648,1,2,Adult,M,SATELLITE,145,4186
1984,0,coppercreek,2813.855809,1,2,Adult,F,SATELLITE,145,4187
1990,0,mm,2928.284966,6,1,Yearling,F,up_valley,142,1256
1998,0,gothictown,4557.799611,1,1,Yearling,M,down_valley,145,1735
1998,1,river,3807.182102,6,1,Yearling,F,down_valley,145,1740
1999,1,river,3879.841417,5,2,Adult,F,down_valley,130,1740
2000,1,river,4115.497119,4,3,Adult,F,down_valley,134,1740
2001,1,river,3793.815139,5,4,Adult,F,down_valley,115,1740
2002,1,river,4208.259206,7,5,Adult,F,down_valley,142,1740
2003,0,river,NA,NA,6,Adult,F,down_valley,128,1740
1974,1,boulder,2889.485087,1,3,Adult,F,up_valley,157,376
1975,0,northpk,2695.164782,1,4,Adult,F,up_valley,135,376
1984,1,coppermeadow,2124.64825,1,1,Yearling,F,SATELLITE,145,847
1985,0,coppermeadow,2863.455418,2,2,Adult,F,SATELLITE,149,847
1974,0,gothictown,NA,NA,3,Adult,F,down_valley,157,390
1987,0,gothictown,NA,NA,1,Yearling,M,down_valley,135,1039
1975,1,picnic_lower,2105.980284,1,1,Yearling,F,up_valley,135,473
1976,1,picnic_lower,3270.863864,1,2,Adult,F,up_valley,116,473
1977,1,picnic_lower,3248.436192,1,3,Adult,F,up_valley,155,473
1978,1,picnic_lower,NA,NA,4,Adult,F,up_valley,152,473
1979,1,picnic_lower,NA,NA,5,Adult,F,up_valley,158,473
1980,1,picnic_lower,NA,NA,6,Adult,F,up_valley,119,473
1981,1,picnic_lower,NA,NA,7,Adult,F,up_valley,152,473
1982,0,picnic_lower,NA,NA,8,Adult,F,up_valley,160,473
1974,1,pikacliff,2521.535663,1,1,Yearling,F,SATELLITE,157,448
1975,0,pikacliff,2695.476715,1,2,Adult,F,SATELLITE,135,448
1974,1,boulder,2146.357089,5,1,Yearling,M,up_valley,157,449
1975,0,northpk,2964.910654,1,2,Adult,M,up_valley,135,449
1974,0,coppercreek,5162.203928,1,2,Adult,M,SATELLITE,157,4091
1986,1,river,3429.184522,3,1,Yearling,M,down_valley,132,980
1987,1,rvannex,4658.988917,2,2,Adult,M,down_valley,135,980
1988,1,rvbendwest,4470.255609,1,3,Adult,M,SATELLITE,132,980
1989,0,rvannex,4830.231486,1,4,Adult,M,down_valley,138,980
1974,0,boulder,NA,NA,1,Yearling,M,up_valley,157,450
1986,0,river,3365.144555,3,1,Yearling,M,down_valley,132,981
1974,0,gothictalus,4487.240527,1,2,Adult,M,SATELLITE,157,4092
1989,0,boulder,2277.482229,1,1,Yearling,F,up_valley,138,1218
2003,1,river,3079.020009,15,1,Yearling,F,down_valley,128,2025
2004,0,river_southmound,NA,NA,2,Adult,F,down_valley,146,2025
1989,0,coppermeadow,2902.288875,2,1,Yearling,M,SATELLITE,138,1175
2003,1,gothictown,3656.978571,8,1,Yearling,F,down_valley,128,2009
2004,0,gothictown,NA,NA,2,Adult,F,down_valley,146,2009
2003,0,river,3955.698988,10,1,Yearling,M,down_valley,128,2028
2003,1,river,4251.263227,4,1,Yearling,M,down_valley,128,1985
2004,0,river_southmound,NA,NA,2,Adult,M,down_valley,146,1985
1986,0,river,2555.04397,2,1,Yearling,F,down_valley,132,965
2003,1,picnic_lower,3520.534546,15,1,Yearling,F,up_valley,128,1995
2004,1,picnic_lower,4014.90446,7,2,Adult,F,up_valley,146,1995
2005,1,picnic_lower,3768.902462,6,3,Adult,F,up_valley,132,1995
2006,1,picnic_lower,3661.695906,2,4,Adult,F,up_valley,121,1995
2007,1,picnic_lower,4222.096926,3,5,Adult,F,up_valley,152,1995
2008,0,picnic_lower,NA,NA,6,Adult,F,up_valley,131,1995
2003,1,gothictown,3873.261584,12,1,Yearling,F,down_valley,128,2010
2004,0,gothictown,NA,NA,2,Adult,F,down_valley,146,2010
1974,0,gothictalus,2665.107808,2,1,Yearling,F,SATELLITE,157,451
2003,0,boulder,3358.004308,12,1,Yearling,M,up_valley,128,2050
2003,0,boulder,NA,NA,1,Yearling,M,up_valley,128,2023
2003,0,bench,NA,NA,1,Yearling,F,down_valley,128,2011
2003,0,picnic_lower,3558.470917,11,1,Yearling,F,up_valley,128,1993
1989,0,northpk,2992.007581,1,1,Yearling,M,up_valley,138,1234
2003,1,boulder,3266.09439,9,1,Yearling,F,up_valley,128,2021
2004,1,boulder,3329.285163,5,2,Adult,F,up_valley,146,2021
2005,0,boulder,4085.348305,1,3,Adult,F,up_valley,132,2021
2003,0,picnic_upper,3358.095397,5,1,Yearling,M,up_valley,128,2061
2003,0,stonefield,3562.062739,3,1,Yearling,M,up_valley,128,1990
2003,1,picnic_lower,3170.03981,21,1,Yearling,F,up_valley,128,1994
2004,1,picnic_lower,3141.93351,11,2,Adult,F,up_valley,146,1994
2005,1,picnic_lower,3963.33254,5,3,Adult,F,up_valley,132,1994
2006,1,picnic_lower,3565.132431,6,4,Adult,F,up_valley,121,1994
2007,1,picnic_lower,3954.019367,7,5,Adult,F,up_valley,152,1994
2008,0,picnic_lower,4619.719071,4,6,Adult,F,up_valley,131,1994
2003,1,picnic_lower,3390.618117,9,1,Yearling,M,up_valley,128,1996
2004,0,picnic_lower,NA,NA,2,Adult,M,up_valley,146,1996
1974,0,pikacliff,4083.431694,1,2,Adult,F,SATELLITE,157,4093
1978,0,gothictown,4268.348826,1,2,Adult,F,down_valley,152,4142
2003,0,picnic_lower,3021.765743,1,1,Yearling,M,up_valley,128,2041
2003,1,bench,3519.172882,5,1,Yearling,F,down_valley,128,1976
2004,0,horsemound,3618.93021,3,2,Adult,F,down_valley,146,1976
2003,1,river,3488.389574,4,1,Yearling,F,down_valley,128,2031
2004,1,river,2979.000898,4,2,Adult,F,down_valley,146,2031
2005,1,river,4050.508317,2,3,Adult,F,down_valley,132,2031
2006,1,river,3694.889408,2,4,Adult,F,down_valley,121,2031
2007,1,river,3809.762821,2,5,Adult,F,down_valley,152,2031
2008,0,river_rivermound,NA,NA,6,Adult,F,down_valley,131,2031
1989,0,rvbend,3157.254024,2,1,Yearling,M,down_valley,138,1193
2003,0,gothictown,NA,NA,1,Yearling,M,down_valley,128,2013
2003,0,river,NA,NA,1,Yearling,F,down_valley,128,2026
2003,0,river,3753.37417,9,1,Yearling,M,down_valley,128,2029
1975,1,mm,NA,NA,1,Yearling,M,up_valley,135,467
1976,0,mm,2633.945128,1,2,Adult,M,up_valley,116,467
2003,0,river,NA,NA,1,Yearling,F,down_valley,128,2032
2004,0,cliff,2979.018487,1,2,Adult,F,up_valley,146,2017
2003,1,river,4440.930153,2,1,Yearling,M,down_valley,128,2035
2004,0,river_sprucemound,NA,NA,2,Adult,M,down_valley,146,2035
2003,0,picnic_lower,4315.270781,11,1,Yearling,M,up_valley,128,2057
1974,1,mm,3592.89993,4,2,Adult,M,up_valley,157,4094
1975,1,mm,4197.446802,1,3,Adult,M,up_valley,135,4094
1976,0,mm,4512.603508,1,4,Adult,M,up_valley,116,4094
1974,1,picnic,2639.430215,3,2,Adult,F,up_valley,157,4095
1975,1,northpk,2933.616682,1,3,Adult,F,up_valley,135,4095
1976,1,northpk,NA,NA,4,Adult,F,up_valley,116,4095
1977,1,northpk,NA,NA,5,Adult,F,up_valley,155,4095
1978,1,northpk,3405.370191,1,6,Adult,F,up_valley,152,4095
1979,0,northpk,NA,NA,7,Adult,F,up_valley,158,4095
1986,0,fallswest,3557.240397,1,2,Adult,F,SATELLITE,132,4215
1989,1,river,2840.354349,2,1,Yearling,F,down_valley,138,1240
1990,1,kylecabin,NA,NA,2,Adult,F,SATELLITE,142,1240
1991,1,kylecabin,NA,NA,3,Adult,F,SATELLITE,123,1240
1992,1,kylecabin,NA,NA,4,Adult,F,SATELLITE,156,1240
1993,1,kylecabin,NA,NA,5,Adult,F,SATELLITE,140,1240
1994,0,river,NA,NA,6,Adult,F,down_valley,170,1240
1985,1,picnic_upper,2187.802221,4,1,Yearling,F,up_valley,149,890
1986,1,picnic_upper,2810.907621,1,2,Adult,F,up_valley,132,890
1987,1,picnic_upper,3425.760673,4,3,Adult,F,up_valley,135,890
1988,1,picnic_upper,NA,NA,4,Adult,F,up_valley,132,890
1989,1,picnic_upper,3601.615211,2,5,Adult,F,up_valley,138,890
1990,0,picnic_upper,3411.328974,7,6,Adult,F,up_valley,142,890
1985,1,river,1975.19637,1,1,Yearling,F,down_valley,149,903
1986,0,river,NA,NA,2,Adult,F,down_valley,132,903
1985,0,corralburrow,2560.927062,2,1,Yearling,M,SATELLITE,149,906
1995,1,gothictown,2537.28894,1,1,Yearling,F,down_valley,140,1587
1996,1,gothictown,2977.130562,2,2,Adult,F,down_valley,152,1587
1997,1,gothictown,3352.314904,2,3,Adult,F,down_valley,140,1587
1998,0,gothictown,3437.208595,3,4,Adult,F,down_valley,145,1587
1986,0,picnic,3414.930537,1,2,Adult,M,up_valley,132,4216
1999,0,bellview,2515.868964,1,2,Adult,F,SATELLITE,130,4299
1985,1,boulder,2108.033076,3,1,Yearling,F,up_valley,149,918
1986,1,boulder,2947.654489,3,2,Adult,F,up_valley,132,918
1987,1,waterfalltalus,3022.84255,2,3,Adult,F,SATELLITE,135,918
1988,1,waterfalltalus,3089.150949,1,4,Adult,F,SATELLITE,132,918
1989,0,waterfalltalus,3229.931778,1,5,Adult,F,SATELLITE,138,918
1975,0,picnic_lower,2868.831964,1,1,Yearling,M,up_valley,135,457
1974,0,northpk,4103.709954,1,2,Adult,F,up_valley,157,4096
1974,0,gothictalus,2516.389081,1,1,Yearling,F,SATELLITE,157,452
1993,1,mm,3058.676418,2,1,Yearling,M,up_valley,140,1527
1994,0,mm,3916.518913,1,2,Adult,M,up_valley,170,1527
1985,1,northpk,3556.401658,1,2,Adult,M,up_valley,149,4203
1986,1,northpk,4099.125657,4,3,Adult,M,up_valley,132,4203
1987,1,northpk,4575.622271,4,4,Adult,M,up_valley,135,4203
1988,0,northpk,4598.715374,3,5,Adult,M,up_valley,132,4203
1987,0,picnic_middle,3005.872199,2,1,Yearling,M,up_valley,135,1034
1995,0,gothictown,3489.399271,3,1,Yearling,M,down_valley,140,1568
1985,0,pikacliff,2893.252508,1,2,Adult,M,SATELLITE,149,4204
1995,0,gothictown,2719.889262,4,1,Yearling,F,down_valley,140,1588
1974,1,northpk,2391.598786,1,1,Yearling,F,up_valley,157,453
1975,1,boulder,3106.001376,1,2,Adult,F,up_valley,135,453
1976,1,boulder,3374.066855,1,3,Adult,F,up_valley,116,453
1977,1,boulder,NA,NA,4,Adult,F,up_valley,155,453
1978,1,boulder,3515.087857,1,5,Adult,F,up_valley,152,453
1979,0,boulder,3510.321014,1,6,Adult,F,up_valley,158,453
1975,1,picnic_lower,2307.629705,1,1,Yearling,F,up_valley,135,475
1976,1,northpk,3192.320496,1,2,Adult,F,up_valley,116,475
1977,1,picnic_lower,3468.468566,1,3,Adult,F,up_valley,155,475
1978,0,picnic_lower,NA,NA,4,Adult,F,up_valley,152,475
2000,0,coppercreek,3466.400085,1,1,Yearling,M,SATELLITE,134,1889
1975,1,gothictown,NA,NA,2,Adult,F,down_valley,135,4099
1976,1,gothictown,NA,NA,3,Adult,F,down_valley,116,4099
1977,1,gothictown,NA,NA,4,Adult,F,down_valley,155,4099
1978,1,gothictown,NA,NA,5,Adult,F,down_valley,152,4099
1979,1,gothictown,3744.990986,1,6,Adult,F,down_valley,158,4099
1980,1,gothictown,NA,NA,7,Adult,F,down_valley,119,4099
1981,1,gothictown,NA,NA,8,Adult,F,down_valley,152,4099
1982,1,gothictown,NA,NA,9,Adult,F,down_valley,160,4099
1983,1,gothictown,4049.794753,1,10,Adult,F,down_valley,155,4099
1984,1,gothictown,3814.335969,1,11,Adult,F,down_valley,145,4099
1985,1,gothictown,NA,NA,12,Adult,F,down_valley,149,4099
1986,1,juddfalls,3668.651525,1,13,Adult,F,SATELLITE,132,4099
1987,1,gothictown,3459.06261,1,14,Adult,F,down_valley,135,4099
1988,0,gothictown,NA,NA,15,Adult,F,down_valley,132,4099
1995,1,river,2888.369047,7,1,Yearling,F,down_valley,140,1558
1996,1,river,NA,NA,2,Adult,F,down_valley,152,1558
1997,0,rvbendwest,3759.073302,1,3,Adult,F,SATELLITE,140,1558
1989,0,rvbend,2596.301182,5,1,Yearling,F,down_valley,138,1191
1989,0,mm,2862.996012,3,1,Yearling,F,up_valley,138,1170
1989,0,picnic_lower,3363.99946,3,1,Yearling,M,up_valley,138,1227
2000,0,coppercreek,3474.564174,1,1,Yearling,M,SATELLITE,134,1890
1986,1,river_rivermound,NA,NA,2,Adult,M,down_valley,132,4217
1987,0,river,4730.116274,1,3,Adult,M,down_valley,135,4217
1985,0,picnic_middle,2462.058,1,1,Yearling,M,up_valley,149,891
1986,0,rvbend,2504.458136,4,1,Yearling,F,down_valley,132,926
1986,1,cliff,2518.423497,2,1,Yearling,M,up_valley,132,950
1987,1,bellviewtalus,NA,NA,2,Adult,M,SATELLITE,135,950
1988,1,cliff,NA,NA,3,Adult,M,up_valley,132,950
1989,1,cliff,NA,NA,4,Adult,M,up_valley,138,950
1990,0,bellviewtalus,NA,NA,5,Adult,M,SATELLITE,142,950
1974,1,kylecabin,2894.365393,2,2,Adult,F,SATELLITE,157,4097
1975,1,mm,NA,NA,3,Adult,F,up_valley,135,4097
1976,0,kylecabin,3145.019304,1,4,Adult,F,SATELLITE,116,4097
1975,0,mm,2901.868968,1,1,Yearling,M,up_valley,135,468
2000,1,picnic_lower,2232.862885,3,1,Yearling,F,up_valley,134,1857
2001,1,picnic_lower,3504.043373,6,2,Adult,F,up_valley,115,1857
2002,1,picnic_lower,3038.588839,11,3,Adult,F,up_valley,142,1857
2003,1,picnic_lower,3816.638078,8,4,Adult,F,up_valley,128,1857
2004,1,picnic_lower,3869.589251,3,5,Adult,F,up_valley,146,1857
2005,1,picnic,3353.468982,9,6,Adult,F,up_valley,132,1857
2006,1,picnic_lower,3857.299729,2,7,Adult,F,up_valley,121,1857
2007,0,picnic_lower,3579.266113,3,8,Adult,F,up_valley,152,1857
1978,1,boulder,2715.465105,1,1,Yearling,F,up_valley,152,575
1979,1,boulder,3097.355125,2,2,Adult,F,up_valley,158,575
1980,1,boulder,3292.275311,1,3,Adult,F,up_valley,119,575
1981,1,boulder,3271.684542,1,4,Adult,F,up_valley,152,575
1982,1,boulder,3363.101503,4,5,Adult,F,up_valley,160,575
1983,1,boulder,2739.423267,1,6,Adult,F,up_valley,155,575
1984,1,boulder,3240.512928,2,7,Adult,F,up_valley,145,575
1985,1,boulder,3152.885463,2,8,Adult,F,up_valley,149,575
1986,1,boulder,3310.192442,1,9,Adult,F,up_valley,132,575
1987,0,boulder,3555.46533,7,10,Adult,F,up_valley,135,575
1986,0,gothictalus,3261.511976,1,2,Adult,F,SATELLITE,132,4218
1987,1,gothictown,3800.592466,1,2,Adult,M,down_valley,135,4223
1988,1,bench,4292.676889,3,3,Adult,M,down_valley,132,4223
1989,0,bench,4722.54149,5,4,Adult,M,down_valley,138,4223
1974,0,gothictalus,2654.874886,1,1,Yearling,F,SATELLITE,157,454
1980,1,mm,4372.898341,2,2,Adult,M,up_valley,119,4150
1981,0,mm,4810.166126,5,3,Adult,M,up_valley,152,4150
1980,1,mm,3844.495343,5,2,Adult,M,up_valley,119,4151
1981,0,cliff,4455.800595,2,3,Adult,M,up_valley,152,4151
1989,0,rvbend,3382.179073,2,1,Yearling,M,down_valley,138,1195
1987,1,boulder,2907.418555,2,1,Yearling,F,up_valley,135,1090
1988,0,boulder,2832.835516,2,2,Adult,F,up_valley,132,1090
1986,0,rvbend,2952.552456,2,1,Yearling,M,down_valley,132,929
1974,0,northpk,3481.091587,2,2,Adult,F,up_valley,157,4098
1980,0,picnic_lower,2372.0352,2,1,Yearling,M,up_valley,119,648
1987,0,river,3320.565163,4,1,Yearling,M,down_valley,135,1077
1974,0,northpk,2397.043422,1,1,Yearling,F,up_valley,157,455
1980,0,picnic_upper,2262.318505,2,1,Yearling,F,up_valley,119,635
2000,1,picnic_upper,2711.489012,2,1,Yearling,F,up_valley,134,1862
2001,1,picnic_upper,3922.156782,3,2,Adult,F,up_valley,115,1862
2002,1,picnic_upper,3346.448435,2,3,Adult,F,up_valley,142,1862
2003,0,picnic,NA,NA,4,Adult,F,up_valley,128,1862
1988,1,river,2629.571832,9,1,Yearling,F,down_valley,132,1158
1989,1,river,3644.560382,9,2,Adult,F,down_valley,138,1158
1990,1,river,3463.556741,1,3,Adult,F,down_valley,142,1158
1991,1,river,NA,NA,4,Adult,F,down_valley,123,1158
1992,0,river,3789.852113,5,5,Adult,F,down_valley,156,1158
1986,1,picnic_upper,2372.378348,2,1,Yearling,M,up_valley,132,957
1987,0,picnic_upper,NA,NA,2,Adult,M,up_valley,135,957
1980,0,northpk,2255.592049,1,1,Yearling,F,up_valley,119,653
1986,1,picnic_upper,2046.778358,1,1,Yearling,F,up_valley,132,951
1987,0,picnic_upper,2619.483714,5,2,Adult,F,up_valley,135,951
1980,0,northpk,2076.767847,1,1,Yearling,M,up_valley,119,657
1975,1,river,NA,NA,1,Yearling,F,down_valley,135,458
1976,0,river,2642.666793,1,2,Adult,F,down_valley,116,458
1989,1,picnic_lower,2654.292758,4,1,Yearling,F,up_valley,138,1223
1990,1,picnic_lower,2930.62805,11,2,Adult,F,up_valley,142,1223
1991,1,picnic_lower,2633.35287,11,3,Adult,F,up_valley,123,1223
1992,0,picnic_lower,3702.972217,2,4,Adult,F,up_valley,156,1223
1986,1,picnic_upper,2440.455524,2,1,Yearling,M,up_valley,132,953
1987,0,picnic_upper,NA,NA,2,Adult,M,up_valley,135,953
1975,1,northpk,2022.570341,1,1,Yearling,F,up_valley,135,472
1976,0,northpk,3445.943781,1,2,Adult,F,up_valley,116,472
1989,0,river,NA,NA,1,Yearling,M,down_valley,138,1238
1978,1,boulder,2599.71772,1,1,Yearling,F,up_valley,152,576
1979,1,boulder,3586.867635,3,2,Adult,F,up_valley,158,576
1980,1,boulder,3437.254538,1,3,Adult,F,up_valley,119,576
1981,0,boulder,3507.391171,1,4,Adult,F,up_valley,152,576
1988,0,river,3227.473623,3,1,Yearling,M,down_valley,132,1164
1980,0,mm,2398.002184,1,1,Yearling,M,up_valley,119,676
1980,0,mm,2433.232123,3,1,Yearling,F,up_valley,119,674
1979,1,picnic,3437.006012,1,2,Adult,M,up_valley,158,4146
1980,1,northpk,4018.926881,1,3,Adult,M,up_valley,119,4146
1981,1,northpk,NA,NA,4,Adult,M,up_valley,152,4146
1982,0,northpk,NA,NA,5,Adult,M,up_valley,160,4146
1975,1,river,NA,NA,1,Yearling,M,down_valley,135,460
1976,0,river,2869.39326,1,2,Adult,M,down_valley,116,460
1980,0,mm,2477.005335,1,1,Yearling,F,up_valley,119,675
1979,0,gothictown,NA,NA,2,Adult,M,down_valley,158,4147
1977,0,gothictown,3280.63832,1,2,Adult,F,down_valley,155,4130
1974,1,bellviewtalus,NA,NA,4,Adult,F,SATELLITE,157,4075
1975,1,bellviewtalus,NA,NA,5,Adult,F,SATELLITE,135,4075
1976,1,bellviewtalus,NA,NA,6,Adult,F,SATELLITE,116,4075
1977,1,bellviewtalus,NA,NA,7,Adult,F,SATELLITE,155,4075
1978,1,bellviewtalus,NA,NA,8,Adult,F,SATELLITE,152,4075
1979,1,bellviewtalus,NA,NA,9,Adult,F,SATELLITE,158,4075
1980,1,bellviewtalus,NA,NA,10,Adult,F,SATELLITE,119,4075
1981,1,bellviewtalus,NA,NA,11,Adult,F,SATELLITE,152,4075
1982,1,bellviewtalus,NA,NA,12,Adult,F,SATELLITE,160,4075
1983,0,bellviewtalus,NA,NA,13,Adult,F,SATELLITE,155,4075
1986,1,boulder,2680.878804,4,1,Yearling,M,up_valley,132,998
1987,0,boulder,4808.451015,4,2,Adult,M,up_valley,135,998
2004,0,gothictown,4790.004097,4,1,Yearling,M,down_valley,146,2083
2004,1,river,3262.283888,6,1,Yearling,F,down_valley,146,2100
2005,0,river,3657.73337,1,2,Adult,F,down_valley,132,2100
