year,Winter_Survival,col_area,massaug,nb_mass,age,ageclass,sex,valley_location,date_of_melt,ID_Code
2006,1,river_rivermound,3227.627346,5,1,Yearling,F,down_valley,121,2283
2007,1,horsemound,3467.281535,13,2,Adult,F,down_valley,152,2283
2008,1,horsemound,3420.230941,7,3,Adult,F,down_valley,131,2283
2009,1,horsemound,3116.32284,9,4,Adult,F,down_valley,132,2283
2010,1,horsemound,4281.853923,2,5,Adult,F,down_valley,158,2283
2011,0,horsemound,3697.432691,6,6,Adult,F,down_valley,113,2283
2007,1,mm,4390.996783,4,1,Yearling,M,up_valley,152,2534
2008,0,mm,NA,NA,2,Adult,M,up_valley,131,2534
2007,0,horsemound,3431.065211,1,1,Yearling,F,down_valley,152,2494
1980,1,northpk,2378.327253,6,1,Yearling,F,up_valley,119,656
1981,1,northpk,NA,NA,2,Adult,F,up_valley,152,656
1982,0,cliff,3227.754236,2,3,Adult,F,up_valley,160,656
1987,1,picnic_lower,2769.310684,6,1,Yearling,F,up_valley,135,1046
1988,1,picnic_lower,3444.986674,6,2,Adult,F,up_valley,132,1046
1989,1,picnic_lower,3302.201882,3,3,Adult,F,up_valley,138,1046
1990,1,picnic_lower,3126.341121,7,4,Adult,F,up_valley,142,1046
1991,0,picnic_lower,3260.565744,7,5,Adult,F,up_valley,123,1046
2004,1,picnic_upper,3257.861068,6,2,Adult,M,up_valley,146,3941
2005,1,stonefield,4299.235244,2,3,Adult,M,up_valley,132,3941
2006,0,stonefield,NA,NA,4,Adult,M,up_valley,121,3941
2005,1,river,3985.97156,8,1,Yearling,M,down_valley,132,2264
2006,1,river,5142.758616,4,2,Adult,M,down_valley,121,2264
2007,1,river,5738.69606,3,3,Adult,M,down_valley,152,2264
2008,1,river,6154.158389,2,4,Adult,M,down_valley,131,2264
2009,1,river,NA,NA,5,Adult,M,down_valley,132,2264
2010,1,river_sprucemound,6228.971717,1,6,Adult,M,down_valley,158,2264
2011,1,river_sagemound,6131.217933,1,7,Adult,M,down_valley,113,2264
2012,1,river_rivermound,6598.196219,1,8,Adult,M,down_valley,135,2264
2013,1,river_southmound,NA,NA,9,Adult,M,down_valley,146,2264
2014,1,river_southmound,6191.342177,1,10,Adult,M,down_valley,127,2264
2015,0,river_rivermound,NA,NA,11,Adult,M,down_valley,138,2264
1989,1,northpk,2431.863513,5,1,Yearling,F,up_valley,138,1178
1990,0,northpk,2399.903723,2,2,Adult,F,up_valley,142,1178
1974,0,picnic_lower,4560.675993,2,4,Adult,M,up_valley,157,4078
1977,0,bellviewtalus,NA,NA,2,Adult,F,SATELLITE,155,4131
1991,1,rvbend,2434.841646,3,1,Yearling,F,down_valley,123,1377
1992,1,rvbend,NA,NA,2,Adult,F,down_valley,156,1377
1993,1,falls,2993.654148,1,3,Adult,F,SATELLITE,140,1377
1994,1,rvbend,NA,NA,4,Adult,F,down_valley,170,1377
1995,0,falls,NA,NA,5,Adult,F,SATELLITE,140,1377
2007,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,152,2366
2008,1,gothictown,NA,NA,1,Yearling,F,down_valley,131,2620
2009,0,gothictown,NA,NA,2,Adult,F,down_valley,132,2620
2007,0,boulder,NA,NA,1,Yearling,M,up_valley,152,2393
2007,1,picnic_lower,2975.11565,1,1,Yearling,M,up_valley,152,2443
2008,1,picnic_lower,NA,NA,2,Adult,M,up_valley,131,2443
2009,0,picnic,NA,NA,3,Adult,M,up_valley,132,2443
2008,1,river,3993.002006,6,1,Yearling,M,down_valley,131,2646
2009,1,horsemound,4609.779668,1,2,Adult,M,down_valley,132,2646
2010,0,river_rivermound,NA,NA,3,Adult,M,down_valley,158,2646
2007,0,picnic_lower,3393.166605,4,1,Yearling,M,up_valley,152,2379
2007,0,picnic_lower,3407.691056,1,1,Yearling,M,up_valley,152,2367
2007,0,mm,3942.43327,4,1,Yearling,M,up_valley,152,2531
2007,0,mm,3119.044382,1,1,Yearling,F,up_valley,152,2489
1980,1,picnic_lower,2702.926914,5,1,Yearling,F,up_valley,119,647
1981,0,picnic_lower,2876.172521,2,2,Adult,F,up_valley,152,647
2007,1,gothictown,4363.846193,7,1,Yearling,M,down_valley,152,2479
2008,0,gothictown,4698.804499,1,2,Adult,M,down_valley,131,2479
2007,1,mm,NA,NA,1,Yearling,M,up_valley,152,2535
2008,0,picnic_middle,NA,NA,2,Adult,M,up_valley,131,2535
2006,0,gothictown,2369.95949,1,2,Adult,F,down_valley,121,4339
2007,1,mm,3141.985595,13,1,Yearling,F,up_valley,152,2537
2008,1,mm,2824.330673,8,2,Adult,F,up_valley,131,2537
2009,0,mm,NA,NA,3,Adult,F,up_valley,132,2537
2007,0,mm,3623.295386,9,1,Yearling,M,up_valley,152,2490
2007,1,mm,2906.437463,10,1,Yearling,F,up_valley,152,2491
2008,0,mm,3573.176103,9,2,Adult,F,up_valley,131,2491
1990,1,picnic_upper,4127.367487,1,2,Adult,M,up_valley,142,4238
1991,1,picnic_upper,4040.054021,3,3,Adult,M,up_valley,123,4238
1992,1,picnic_upper,NA,NA,4,Adult,M,up_valley,156,4238
1993,1,picnic_upper,4491.839139,1,5,Adult,M,up_valley,140,4238
1994,1,picnic_upper,NA,NA,6,Adult,M,up_valley,170,4238
1995,1,picnic_upper,4790.484315,2,7,Adult,M,up_valley,140,4238
1996,0,picnic,NA,NA,8,Adult,M,up_valley,152,4238
2007,0,picnic_lower,3300.069096,4,1,Yearling,M,up_valley,152,2435
2008,0,mm,NA,NA,1,Yearling,M,up_valley,131,2554
2007,0,mm,NA,NA,1,Yearling,F,up_valley,152,2375
1980,0,cliff,1997.912732,2,1,Yearling,M,up_valley,119,671
1991,0,falls,3212.505669,2,1,Yearling,M,SATELLITE,123,1382
2007,0,bench,3134.081049,4,1,Yearling,F,down_valley,152,2472
2009,0,picnic_middle,NA,NA,3,Adult,F,up_valley,132,2550
1980,0,cliff,1974.677386,3,1,Yearling,M,up_valley,119,672
2006,1,picnic_upper,2929.177803,8,1,Yearling,M,up_valley,121,2353
2007,0,picnic_middle,3252.686148,1,2,Adult,M,up_valley,152,2353
1989,0,coppermeadow,2507.958075,4,1,Yearling,F,SATELLITE,138,1174
1980,0,cliff,1967.683037,3,1,Yearling,M,up_valley,119,673
2008,0,stonefield,3340.731513,7,1,Yearling,M,up_valley,131,2562
1980,0,cliff,4530.215705,3,2,Adult,M,up_valley,119,3950
2007,1,picnic_upper,4420.293677,3,2,Adult,M,up_valley,152,4345
2008,0,picnic_middle,4324.142899,5,3,Adult,M,up_valley,131,4345
2008,0,horsemound,3002.343271,1,1,Yearling,F,down_valley,131,2685
2008,1,river,3515.06572,8,1,Yearling,F,down_valley,131,2647
2009,1,river,3862.50975,5,2,Adult,F,down_valley,132,2647
2010,0,river_rivermound,4437.871899,1,3,Adult,F,down_valley,158,2647
2008,0,gothictown,4742.530613,1,1,Yearling,M,down_valley,131,2618
2007,0,boulder,3348.453023,3,1,Yearling,M,up_valley,152,2503
2007,1,boulder,3261.845999,6,1,Yearling,M,up_valley,152,2517
2008,0,picnic_upper,3755.579609,4,2,Adult,M,up_valley,131,2517
1980,0,mm,4085.751964,1,2,Adult,M,up_valley,119,4153
2008,1,mm,3101.964037,1,1,Yearling,M,up_valley,131,2555
2009,0,mm,NA,NA,2,Adult,M,up_valley,132,2555
2008,0,river_rivermound,NA,NA,1,Yearling,F,down_valley,131,2642
1977,1,cliff,3828.673631,1,1,Yearling,M,up_valley,155,544
1978,1,cliff,NA,NA,2,Adult,M,up_valley,152,544
1979,1,cliff,NA,NA,3,Adult,M,up_valley,158,544
1980,1,cliff,NA,NA,4,Adult,M,up_valley,119,544
1981,1,cliff,4893.507737,1,5,Adult,M,up_valley,152,544
1982,1,cliff,NA,NA,6,Adult,M,up_valley,160,544
1983,0,cliff,4828.681691,1,7,Adult,M,up_valley,155,544
2007,0,picnic_lower,2675.953958,1,1,Yearling,M,up_valley,152,2372
2007,1,picnic_upper,2472.691548,11,1,Yearling,M,up_valley,152,2363
2008,1,picnic_upper,3676.939892,2,2,Adult,M,up_valley,131,2363
2009,1,picnic_lower,4445.664994,3,3,Adult,M,up_valley,132,2363
2010,1,picnic_upper,4505.140635,3,4,Adult,M,up_valley,158,2363
2011,0,picnic_upper,NA,NA,5,Adult,M,up_valley,113,2363
2007,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,152,2364
2007,0,picnic_lower,2852.964593,4,1,Yearling,M,up_valley,152,2439
2007,0,picnic_lower,3553.970404,4,1,Yearling,M,up_valley,152,2451
2007,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,152,2436
2007,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,152,2421
2008,0,mm,3571.422045,3,1,Yearling,M,up_valley,131,2668
2007,1,picnic_lower,3179.403302,11,1,Yearling,F,up_valley,152,2405
2008,1,picnic_lower,3019.407239,12,2,Adult,F,up_valley,131,2405
2009,0,picnic_lower,3250.052815,7,3,Adult,F,up_valley,132,2405
2008,1,mm,3362.065717,13,1,Yearling,M,up_valley,131,2698
2009,0,mm,NA,NA,2,Adult,M,up_valley,132,2698
2007,0,picnic_upper,NA,NA,1,Yearling,F,up_valley,152,2448
1980,1,northpk,2188.12874,1,1,Yearling,F,up_valley,119,650
1981,1,northpk,NA,NA,2,Adult,F,up_valley,152,650
1982,1,northpk,2917.648329,1,3,Adult,F,up_valley,160,650
1983,0,gothictown,2461.043757,1,4,Adult,F,down_valley,155,650
2007,1,picnic_lower,3394.085831,4,1,Yearling,F,up_valley,152,2452
2008,0,picnic_lower,3282.775102,1,2,Adult,F,up_valley,131,2452
2007,1,boulder,3368.477013,5,1,Yearling,M,up_valley,152,2504
2008,0,boulder,NA,NA,2,Adult,M,up_valley,131,2504
2007,1,picnic_upper,2406.057712,2,1,Yearling,F,up_valley,152,2430
2008,0,picnic_upper,2864.987069,2,2,Adult,F,up_valley,131,2430
1991,0,coppermeadow,3063.541113,1,2,Adult,M,SATELLITE,123,4254
2008,1,mm,2835.272444,11,1,Yearling,F,up_valley,131,2701
2009,1,mm,2818.735888,14,2,Adult,F,up_valley,132,2701
2010,1,mm_aspen,3272.630894,14,3,Adult,F,up_valley,158,2701
2011,1,mm_aspen,4023.223583,9,4,Adult,F,up_valley,113,2701
2012,0,mm_aspen,3268.398698,5,5,Adult,F,up_valley,135,2701
2008,0,mm,4191.261103,6,1,Yearling,M,up_valley,131,2702
1980,0,grasshopperledge,2438.780819,1,1,Yearling,F,SATELLITE,119,670
2008,1,mm,3260.026352,12,1,Yearling,F,up_valley,131,2699
2009,1,mm,3077.666507,14,2,Adult,F,up_valley,132,2699
2010,0,mm_aspen,3633.944191,14,3,Adult,F,up_valley,158,2699
2008,0,mm,4083.200872,3,1,Yearling,M,up_valley,131,2700
2007,0,picnic_lower,3112.045492,2,1,Yearling,F,up_valley,152,2380
2007,1,mm,2947.38644,2,1,Yearling,F,up_valley,152,2410
2008,1,mm,3707.893798,2,2,Adult,F,up_valley,131,2410
2009,1,mm,3180.616264,3,3,Adult,F,up_valley,132,2410
2010,1,mm_maintalus,3371.478444,2,4,Adult,F,up_valley,158,2410
2011,1,mm_maintalus,3565.392795,3,5,Adult,F,up_valley,113,2410
2012,1,mm_maintalus,3823.918286,1,6,Adult,F,up_valley,135,2410
2013,1,mm_maintalus,3837.790732,2,7,Adult,F,up_valley,146,2410
2014,1,mm_maintalus,3735.169337,2,8,Adult,F,up_valley,127,2410
2015,1,mm_maintalus,NA,NA,9,Adult,F,up_valley,138,2410
2016,0,mm_maintalus,3615.146073,1,10,Adult,F,up_valley,144,2410
2007,1,mm,3468.361202,3,1,Yearling,M,up_valley,152,2411
2008,0,mm,3807.513189,1,2,Adult,M,up_valley,131,2411
1991,0,picnic_lower,2275.690956,2,1,Yearling,M,up_valley,123,1341
1984,0,cliff,3579.656689,1,2,Adult,M,up_valley,145,4188
1991,1,picnic_upper,2461.26279,1,1,Yearling,M,up_valley,123,1363
1992,1,cliff,3452.0848,4,2,Adult,M,up_valley,156,1363
1993,1,cliff,3973.990408,3,3,Adult,M,up_valley,140,1363
1994,1,cliff,4418.629777,2,4,Adult,M,up_valley,170,1363
1995,0,cliff,NA,NA,5,Adult,M,up_valley,140,1363
2008,0,northpk,5209.957718,1,1,Yearling,M,up_valley,131,2704
2008,0,northpk,2380.947633,1,2,Adult,F,up_valley,131,3947
1981,0,gothictown,3647.548305,1,1,Yearling,M,down_valley,152,705
2009,0,northpk,2589.778736,2,1,Yearling,M,up_valley,132,2837
2007,1,northpk,3026.174147,3,1,Yearling,M,up_valley,152,2548
2008,0,northpk,NA,NA,2,Adult,M,up_valley,131,2548
2008,0,northpk,4046.945094,10,2,Adult,M,up_valley,131,4353
2009,0,northpk,2646.141126,1,1,Yearling,F,up_valley,132,2809
2009,0,northpk,NA,NA,1,Yearling,M,up_valley,132,2838
2008,0,northpk,3446.725003,4,1,Yearling,M,up_valley,131,2612
2008,0,northpk,2914.860641,1,1,Yearling,M,up_valley,131,2568
1981,0,gothictown,3647.548305,1,1,Yearling,M,down_valley,152,706
1991,1,cliff,2438.355148,2,1,Yearling,M,up_valley,123,1386
1992,0,cliff,3757.538044,3,2,Adult,M,up_valley,156,1386
2008,0,northpk,2989.2205,2,1,Yearling,M,up_valley,131,2678
2007,0,cliff,2845.794761,1,2,Adult,F,up_valley,152,4346
2009,0,northpk,NA,NA,1,Yearling,M,up_valley,132,2840
2008,1,northpk,4832.140084,9,2,Adult,M,up_valley,131,4354
2009,1,northpk,4668.339579,1,3,Adult,M,up_valley,132,4354
2010,0,northpk,NA,NA,4,Adult,M,up_valley,158,4354
2007,0,northpk,3654.795119,1,2,Adult,M,up_valley,152,4347
1981,1,gothictown,NA,NA,1,Yearling,F,down_valley,152,704
1982,1,gothictown,NA,NA,2,Adult,F,down_valley,160,704
1983,1,gothictown,2857.887925,2,3,Adult,F,down_valley,155,704
1984,1,gothictown,3241.843628,1,4,Adult,F,down_valley,145,704
1985,1,gothictown,2957.59724,2,5,Adult,F,down_valley,149,704
1986,1,juddfalls,3525.690796,3,6,Adult,F,SATELLITE,132,704
1987,1,gothictown,3686.911969,1,7,Adult,F,down_valley,135,704
1988,0,gothictown,3701.447259,1,8,Adult,F,down_valley,132,704
2008,1,northpk,3067.908104,4,2,Adult,F,up_valley,131,3943
2009,0,northpk,NA,NA,3,Adult,F,up_valley,132,3943
2009,0,northpk,2691.907301,3,1,Yearling,M,up_valley,132,2829
2007,0,northpk,NA,NA,2,Adult,NA,up_valley,152,4348
2007,0,northpk,3107.025147,3,1,Yearling,M,up_valley,152,2424
1981,1,cliff,2707.511689,3,1,Yearling,F,up_valley,152,728
1982,1,cliff,3411.909691,4,2,Adult,F,up_valley,160,728
1983,1,cliff,2748.852472,1,3,Adult,F,up_valley,155,728
1984,1,cliff,3235.028793,3,4,Adult,F,up_valley,145,728
1985,0,cliff,NA,NA,5,Adult,F,up_valley,149,728
2008,1,northpk,2879.064731,1,1,Yearling,M,up_valley,131,2613
2009,0,northpk,2396.635191,1,2,Adult,M,up_valley,132,2613
2007,1,northpk,2836.442642,5,1,Yearling,F,up_valley,152,2425
2008,1,northpk,3093.013108,4,2,Adult,F,up_valley,131,2425
2009,0,northpk,2615.906375,2,3,Adult,F,up_valley,132,2425
2009,0,northpk,2536.174639,1,1,Yearling,M,up_valley,132,2828
1978,0,picnic,2628.934474,1,1,Yearling,F,up_valley,152,567
1988,0,cliff,NA,NA,2,Adult,F,up_valley,132,4224
1991,0,cliff,2776.260903,1,1,Yearling,M,up_valley,123,1387
2008,0,picnic_upper,2883.217337,1,1,Yearling,F,up_valley,131,2627
2008,0,horsemound,NA,NA,1,Yearling,M,down_valley,131,2688
1991,0,beavertalus,2695.373092,2,1,Yearling,M,SATELLITE,123,1397
2008,0,stonefield,3197.752141,1,1,Yearling,M,up_valley,131,2694
2008,0,stonefield,NA,NA,1,Yearling,M,up_valley,131,2695
1981,0,cliff,2592.669214,2,1,Yearling,F,up_valley,152,729
2008,0,stonefield,NA,NA,1,Yearling,F,up_valley,131,2623
2008,0,stonefield,2855.017985,7,1,Yearling,M,up_valley,131,2624
1981,1,bellviewtalus,NA,NA,1,Yearling,F,SATELLITE,152,708
1982,1,bellviewtalus,NA,NA,2,Adult,F,SATELLITE,160,708
1983,0,coppermeadow,3023.857641,1,3,Adult,F,SATELLITE,155,708
2008,1,northpk,2564.060845,7,1,Yearling,M,up_valley,131,2569
2009,0,boulder,3796.725125,5,2,Adult,M,up_valley,132,2569
2007,0,northpk,3660.521788,5,2,Adult,M,up_valley,152,4349
2007,0,northpk,3512.045422,1,1,Yearling,M,up_valley,152,2553
2008,0,northpk,NA,NA,1,Yearling,M,up_valley,131,2571
2008,0,picnic_lower,2897.398419,2,1,Yearling,F,up_valley,131,2584
1991,0,cliff,2412.199769,1,1,Yearling,F,up_valley,123,1384
2007,1,northpk,3843.074028,1,2,Adult,F,up_valley,152,4350
2008,1,northpk,3214.304211,13,3,Adult,F,up_valley,131,4350
2009,1,northpk,4204.117886,4,4,Adult,F,up_valley,132,4350
2010,0,northpk,3468.514182,3,5,Adult,F,up_valley,158,4350
2009,0,gothictown,4001.670152,1,1,Yearling,M,down_valley,132,2773
2007,1,northpk,3059.239618,1,2,Adult,M,up_valley,152,4351
2008,1,northpk,3656.487763,1,3,Adult,M,up_valley,131,4351
2009,0,northpk,3768.820902,1,4,Adult,M,up_valley,132,4351
2008,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,131,2585
1981,1,cliff,2480.229763,2,1,Yearling,F,up_valley,152,730
1982,0,cliff,3245.362595,4,2,Adult,F,up_valley,160,730
2009,0,bench,3814.03446,2,1,Yearling,M,down_valley,132,2815
1991,1,picnic_middle,2442.70107,4,1,Yearling,M,up_valley,123,1373
1992,1,waterfalltalus,4057.497241,3,2,Adult,M,SATELLITE,156,1373
1993,0,waterfalltalus,4128.758972,1,3,Adult,M,SATELLITE,140,1373
2008,1,picnic_lower,2935.207424,4,1,Yearling,F,up_valley,131,2586
2009,1,picnic_lower,3333.958932,1,2,Adult,F,up_valley,132,2586
2010,1,picnic_lower,3180.609098,4,3,Adult,F,up_valley,158,2586
2011,1,picnic_lower,3242.365733,1,4,Adult,F,up_valley,113,2586
2012,1,picnic_lower,3407.178478,1,5,Adult,F,up_valley,135,2586
2014,0,picnic_lower,3478.8667,5,7,Adult,F,up_valley,127,2586
2008,1,gothictown,3103.757263,2,1,Yearling,F,down_valley,131,2604
2009,0,gothictown,NA,NA,2,Adult,F,down_valley,132,2604
1981,0,picnic_upper,2641.059276,4,1,Yearling,F,up_valley,152,692
1991,1,picnic_lower,2752.594721,8,1,Yearling,M,up_valley,123,1391
1992,0,picnic_lower,3880.979803,1,2,Adult,M,up_valley,156,1391
2008,0,gothictown,4393.311342,2,1,Yearling,M,down_valley,131,2605
2009,0,horsemound,3891.181867,1,1,Yearling,M,down_valley,132,2816
2008,1,picnic_upper,3221.486727,1,2,Adult,F,up_valley,131,4355
2009,0,northpk,NA,NA,3,Adult,F,up_valley,132,4355
1981,1,picnic_upper,2728.449442,2,1,Yearling,F,up_valley,152,693
1982,0,picnic_upper,3754.518069,8,2,Adult,F,up_valley,160,693
2008,0,picnic_lower,2961.412451,1,1,Yearling,M,up_valley,131,2628
2008,1,picnic_upper,2864.025676,1,1,Yearling,M,up_valley,131,2705
2009,0,picnic_middle,3205.906729,2,2,Adult,M,up_valley,132,2705
2009,1,picnic_lower,2629.391268,9,1,Yearling,F,up_valley,132,2825
2010,1,picnic_lower,3258.659785,15,2,Adult,F,up_valley,158,2825
2011,1,picnic_lower,3820.042529,10,3,Adult,F,up_valley,113,2825
2012,1,picnic_lower,3645.109378,15,4,Adult,F,up_valley,135,2825
2013,1,picnic_lower,3361.233759,13,5,Adult,F,up_valley,146,2825
2014,1,picnic_lower,4707.388945,8,6,Adult,F,up_valley,127,2825
2015,1,picnic_lower,3162.422145,14,7,Adult,F,up_valley,138,2825
2016,1,picnic_lower,3108.654207,15,8,Adult,F,up_valley,144,2825
2017,0,picnic_upper,4125.278315,5,9,Adult,F,up_valley,125,2825
2009,0,river,NA,NA,1,Yearling,F,down_valley,132,2794
2009,0,picnic_lower,2633.068535,1,1,Yearling,M,up_valley,132,2851
2009,0,bench,NA,NA,1,Yearling,F,down_valley,132,2795
1991,1,picnic_lower,2229.632454,15,1,Yearling,F,up_valley,123,1389
1992,1,picnic_lower,3051.664993,4,2,Adult,F,up_valley,156,1389
1993,1,northpk,3035.56733,2,3,Adult,F,up_valley,140,1389
1994,0,northpk,3231.857068,2,4,Adult,F,up_valley,170,1389
2008,1,stonefield,3726.473555,2,1,Yearling,M,up_valley,131,2561
2009,1,picnic,3675.908589,1,2,Adult,M,up_valley,132,2561
2010,0,stonefield_south,4482.896276,1,3,Adult,M,up_valley,158,2561
2008,0,mm,3044.636133,6,1,Yearling,F,up_valley,131,2557
1981,1,picnic_upper,2637.993081,5,1,Yearling,F,up_valley,152,694
1982,1,picnic_upper,3381.072783,4,2,Adult,F,up_valley,160,694
1983,1,picnic_upper,3087.739571,1,3,Adult,F,up_valley,155,694
1984,1,picnic_upper,3066.779054,2,4,Adult,F,up_valley,145,694
1985,0,picnic_upper,2813.016615,3,5,Adult,F,up_valley,149,694
2008,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,131,2588
2008,0,stonefield,2911.871131,7,1,Yearling,M,up_valley,131,2625
1991,0,picnic_lower,3019.068517,5,1,Yearling,M,up_valley,123,1366
2007,1,mm,2976.610172,14,1,Yearling,F,up_valley,152,2538
2008,1,mm,2746.488984,14,2,Adult,F,up_valley,131,2538
2009,0,mm,2848.186268,14,3,Adult,F,up_valley,132,2538
2008,1,river,3756.021121,6,1,Yearling,M,down_valley,131,2638
2011,1,mm_aspen,4802.774892,12,4,Adult,M,up_valley,113,2638
2012,1,mm_aspen,5690.058198,10,5,Adult,M,up_valley,135,2638
2013,0,mm_maintalus,NA,NA,6,Adult,M,up_valley,146,2638
1981,1,picnic_upper,3142.215901,5,1,Yearling,M,up_valley,152,690
1982,0,northpk,NA,NA,2,Adult,M,up_valley,160,690
1991,0,falls,2565.774501,2,1,Yearling,F,SATELLITE,123,1378
2008,0,bench,NA,NA,1,Yearling,M,down_valley,131,2665
1977,0,cliff,3943.171223,1,1,Yearling,M,up_valley,155,545
1984,0,coppercreek,3416.068915,2,2,Adult,M,SATELLITE,145,4189
2009,1,gothictown,2840.959385,3,1,Yearling,F,down_valley,132,2731
2010,0,gothictown,3223.665824,4,2,Adult,F,down_valley,158,2731
2009,0,picnic,NA,NA,1,Yearling,F,up_valley,132,2751
2009,0,mm,3318.528749,3,1,Yearling,F,up_valley,132,2719
2009,1,picnic,3477.513173,9,1,Yearling,M,up_valley,132,2713
2010,1,picnic_lower,4222.578844,5,2,Adult,M,up_valley,158,2713
2011,0,northpk,5196.336206,6,3,Adult,M,up_valley,113,2713
1981,0,river,NA,NA,1,Yearling,M,down_valley,152,686
1990,0,gothictalus,2405.891385,1,2,Adult,F,SATELLITE,142,4239
2009,0,gothictown,NA,NA,1,Yearling,F,down_valley,132,2779
2009,1,gothictown,4209.619872,3,1,Yearling,M,down_valley,132,2735
2010,0,bench,4881.028822,2,2,Adult,M,down_valley,158,2735
2009,0,picnic,3030.34343,1,1,Yearling,F,up_valley,132,2749
1991,0,gothictalus,2186.875234,1,1,Yearling,F,SATELLITE,123,1359
2009,1,picnic_lower,2524.631705,2,1,Yearling,F,up_valley,132,2772
2010,0,picnic_lower,NA,NA,2,Adult,F,up_valley,158,2772
2008,0,picnic_upper,4488.096661,1,2,Adult,M,up_valley,131,4356
2009,0,cliff_upper,NA,NA,1,Yearling,M,up_valley,132,2756
1981,0,picnic_upper,2743.905493,1,1,Yearling,F,up_valley,152,695
2009,1,northpk,3165.332163,2,1,Yearling,M,up_valley,132,2845
2010,0,northpk,3753.861163,1,2,Adult,M,up_valley,158,2845
2010,0,gothictown,3793.652198,3,1,Yearling,M,down_valley,158,2884
2009,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,132,2710
2009,0,river,NA,NA,1,Yearling,M,down_valley,132,2725
2010,0,bench,5051.496127,9,1,Yearling,M,down_valley,158,2943
2009,1,picnic_lower,2981.870461,8,1,Yearling,F,up_valley,132,2711
2010,0,picnic_lower,2853.409267,7,2,Adult,F,up_valley,158,2711
1981,0,picnic_lower,2840.829717,2,1,Yearling,M,up_valley,152,714
1991,1,picnic_lower,2726.369472,16,1,Yearling,M,up_valley,123,1393
1992,0,picnic_lower,3696.949255,2,2,Adult,M,up_valley,156,1393
2009,1,mm,2830.020558,9,1,Yearling,M,up_valley,132,2715
2010,0,mm_maintalus,NA,NA,2,Adult,M,up_valley,158,2715
2009,0,mm,2597.108578,2,1,Yearling,F,up_valley,132,2716
1981,0,picnic_upper,NA,NA,1,Yearling,M,up_valley,152,691
2009,0,horsemound,3621.889169,3,1,Yearling,M,down_valley,132,2819
2007,0,horsemound,3349.814487,2,1,Yearling,F,down_valley,152,2495
2007,0,bench,2993.526988,6,1,Yearling,F,down_valley,152,2473
1981,1,picnic_upper,2843.793716,4,1,Yearling,F,up_valley,152,688
1982,1,picnic_upper,3386.133096,3,2,Adult,F,up_valley,160,688
1983,1,picnic_upper,NA,NA,3,Adult,F,up_valley,155,688
1984,1,picnic_upper,2762.661738,1,4,Adult,F,up_valley,145,688
1986,0,picnic,2951.543439,1,6,Adult,F,up_valley,132,688
2007,0,bench,3374.039011,6,1,Yearling,F,down_valley,152,2524
2006,1,gothictown,4673.792957,1,2,Adult,M,down_valley,121,4340
2007,1,gothictown,5236.69079,1,3,Adult,M,down_valley,152,4340
2008,1,gothictown,5587.407419,1,4,Adult,M,down_valley,131,4340
2009,1,gothictown,NA,NA,5,Adult,M,down_valley,132,4340
2010,0,gothictown,NA,NA,6,Adult,M,down_valley,158,4340
2007,0,bench,4444.168609,7,1,Yearling,M,down_valley,152,2525
2007,0,horsemound,NA,NA,1,Yearling,M,down_valley,152,2492
1991,1,picnic_lower,2170.498865,5,1,Yearling,M,up_valley,123,1367
1992,0,picnic_upper,3442.056541,1,2,Adult,M,up_valley,156,1367
2006,0,picnic_lower,3371.681081,2,1,Yearling,M,up_valley,121,2321
2007,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,152,2381
1981,1,picnic_lower,2588.677378,3,1,Yearling,F,up_valley,152,697
1982,1,picnic_lower,2961.398335,5,2,Adult,F,up_valley,160,697
1983,1,picnic_lower,2362.246515,2,3,Adult,F,up_valley,155,697
1984,1,picnic_lower,2985.366358,1,4,Adult,F,up_valley,145,697
1985,1,picnic_lower,2875.233576,2,5,Adult,F,up_valley,149,697
1986,1,picnic_middle,2749.813335,1,6,Adult,F,up_valley,132,697
1987,1,picnic_middle,3524.175842,3,7,Adult,F,up_valley,135,697
1988,1,picnic_middle,3260.822957,3,8,Adult,F,up_valley,132,697
1989,0,picnic_middle,3546.193425,1,9,Adult,F,up_valley,138,697
2006,1,picnic_lower,2844.759858,4,1,Yearling,F,up_valley,121,2323
2007,1,picnic_upper,3825.817585,1,2,Adult,F,up_valley,152,2323
2008,1,picnic_upper,3316.608405,4,3,Adult,F,up_valley,131,2323
2009,0,picnic,3142.318584,2,4,Adult,F,up_valley,132,2323
2006,1,picnic_lower,2840.413846,9,1,Yearling,F,up_valley,121,2317
2007,0,picnic_lower,3741.385149,1,2,Adult,F,up_valley,152,2317
2007,0,mm,3825.865716,3,1,Yearling,M,up_valley,152,2378
2006,0,picnic_upper,3116.686964,1,1,Yearling,M,up_valley,121,2312
2006,1,picnic_lower,2786.023156,4,1,Yearling,F,up_valley,121,2324
2007,1,picnic_lower,3753.052749,5,2,Adult,F,up_valley,152,2324
2008,1,picnic_lower,NA,NA,3,Adult,F,up_valley,131,2324
